dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,cluster,label,attack_cat
0.00787,tcp,-,CON,19,16,1368,1232,4320.203383,32,29,1317407.875,1174078.75,5,5,0.437222,0.3736,29.132949,27.875793,255,2126165824,2126868650,255,0.001838,0.001271,0.000567,72,77,0,0,3,0,5,1,1,1,0,0,0,2,10,0,1,0,Normal
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,32,2,18,18,18,32,0,0,0,18,32,0,1,1,Generic
5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,17,2,3,3,3,3,0,0,0,3,17,0,1,1,Generic
2.698515,tcp,smtp,FIN,34,24,20119,1926,21.122729,62,252,57892.58203,5472.639648,14,8,81.773184,114.852781,5381.354235,158.386703,255,591353769,484402223,255,0.140974,0.056188,0.084786,592,80,0,0,1,1,2,1,1,1,0,0,0,2,1,0,1,1,Exploits
0.252428,tcp,-,FIN,10,6,654,268,59.422886,254,252,18666.70898,7099.054199,2,1,26.409667,40.868199,1370.598947,61.467246,255,1828186073,3263849487,255,0.087952,0.04808,0.039872,65,45,0,0,15,1,2,2,1,2,0,0,0,5,10,0,1,1,Fuzzers
1.248864,tcp,http,FIN,10,8,1064,354,13.61237,254,252,6136.776855,1985.804565,2,1,138.748111,167.021859,7465.127483,316.440938,255,1457050600,2507842132,255,0.193346,0.079703,0.113643,106,44,1,0,3,1,1,1,1,1,0,0,1,2,1,0,3,1,Exploits
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,37,2,26,25,25,39,0,0,0,27,37,0,1,1,Generic
0.009329,tcp,-,FIN,36,38,2334,16290,7825.062008,31,29,1946618.125,13602316.0,7,12,0.255086,0.242583,15.046239,13.699489,255,1520217505,1520538927,255,0.000713,0.000585,0.000128,65,429,0,0,2,0,2,1,1,2,0,0,0,2,9,0,1,0,Normal
10.045118,tcp,http,FIN,102,538,4844,718974,63.612989,62,252,3820.363037,571531.75,2,267,99.456618,18.522583,4799.533966,2181.64772,255,2925491071,1389241425,255,0.207477,0.097582,0.109895,47,1336,1,348448,1,1,1,1,1,1,0,0,1,1,1,0,-1,1,DoS
9e-06,tcp,-,REQ,2,0,90,0,111111.1072,254,0,40000000.0,0.0,1,0,0.009,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,9,6,5,1,1,9,0,0,0,5,9,0,1,0,Normal
0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.796,0.0,10.954523,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,2,0,Normal
1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,4,4,4,4,0,0,0,6,7,0,1,1,Generic
9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,2,2,2,18,0,0,0,2,2,0,1,1,Reconnaissance
0.441717,tcp,-,FIN,10,6,566,268,33.958394,254,252,9236.683594,4056.89624,2,1,49.079667,74.574602,2391.872734,118.469391,255,378552979,1624466227,255,0.137321,0.068075,0.069246,57,45,0,0,3,1,19,2,1,3,0,0,0,2,3,0,1,0,Normal
0.188427,tcp,http,FIN,10,12,852,8280,111.448995,62,252,32564.33594,322246.8125,2,4,20.936333,14.705363,1063.837295,1397.435756,255,410860558,794401810,255,0.059384,0.015019,0.044365,85,690,1,3631,1,1,1,1,1,1,0,0,1,1,2,0,3,1,Exploits
0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.72,0.0,15.492026,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,2,0,Normal
0.130297,tcp,-,CON,28,26,1918,9982,406.762995,31,29,113586.6484,589361.1875,7,8,4.825815,5.1828,426.165349,441.745775,255,2800161359,2800445314,255,0.000626,0.000513,0.000113,69,384,0,0,17,0,3,1,1,1,0,0,0,3,5,0,1,0,Normal
0.956128,tcp,-,FIN,12,10,1066,676,21.963586,254,252,8183.004883,5095.552246,3,3,86.835638,98.733336,5192.930108,135.473375,255,4249360301,254069848,255,0.125882,0.067517,0.058365,89,68,0,0,3,1,1,1,1,1,0,0,0,1,1,0,1,1,Generic
1.005631,tcp,http,FIN,12,18,1580,10168,28.837616,31,29,11527.09082,76401.78125,3,5,91.382092,59.122355,9529.700053,7674.661038,255,2742972636,594506869,255,0.000699,0.000544,0.000155,132,565,1,3924,1,0,2,1,1,1,0,0,1,3,2,0,3,0,Normal
0.001056,udp,dns,CON,2,2,132,164,2840.909069,31,29,500000.0,621212.125,0,0,0.01,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,3,0,1,1,1,1,0,0,0,8,4,0,1,0,Normal
0.665851,tcp,-,FIN,10,8,564,354,25.531238,254,252,6103.467773,3724.557129,2,1,72.900222,92.942711,5482.958299,140.298094,255,541770255,3935930386,255,0.027982,0.015244,0.012738,56,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,1,1,Reconnaissance
3e-06,udp,-,INT,2,0,78,0,333333.3215,254,0,104000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,3,2,1,1,1,1,0,0,0,1,1,0,1,0,Normal
6e-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,13,2,3,3,3,3,0,0,0,3,13,0,1,1,Generic
0.60576,tcp,-,FIN,10,6,534,268,24.762283,254,252,6352.351074,2958.267334,2,1,62.466,108.054602,3250.481408,162.190422,255,986048916,2627760660,255,0.135783,0.065478,0.070305,53,45,0,0,7,1,2,3,1,4,0,0,0,3,4,0,1,0,Normal
0.183793,tcp,-,FIN,96,98,5486,92746,1050.094437,31,29,236309.3281,3995799.75,7,42,1.930989,1.889103,97.852632,96.881345,255,4290062898,73798433,255,0.00068,0.000547,0.000133,57,946,0,0,5,0,2,1,1,1,0,0,0,3,5,0,1,0,Normal
1.1e-05,udp,-,INT,2,0,1714,0,90909.0902,254,0,623272704.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,857,0,0,0,3,2,1,1,1,3,0,0,0,1,3,0,1,0,Normal
0.331653,tcp,-,FIN,10,10,802,4718,57.288793,62,252,17415.79297,102444.4219,2,3,36.850333,32.197556,1937.98112,2081.732199,255,1997277326,3295230455,255,0.060066,0.028423,0.031643,80,472,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,DoS
3e-06,udp,-,INT,2,0,78,0,333333.3215,254,0,104000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,5,2,1,1,1,5,0,0,0,1,5,0,1,0,Normal
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,35,2,18,18,18,35,0,0,0,18,35,0,1,1,Generic
0.004179,tcp,http,FIN,8,10,1040,824,4067.958917,31,29,1742043.625,1420435.5,2,2,0.550429,0.403333,34.76318,0.75632,255,180745995,181827358,255,0.000692,0.000542,0.00015,130,82,1,83,1,0,2,1,1,1,0,0,1,7,1,0,3,0,Normal
8e-06,mobile,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,3,3,3,5,0,0,0,3,5,0,1,1,Exploits
1.332416,tcp,-,FIN,10,12,608,732,15.760843,254,252,3290.263672,4028.771729,2,3,147.939556,114.178453,8603.907396,158.883266,255,3216363737,3747646686,255,0.145775,0.076452,0.069323,61,61,0,0,3,1,1,1,1,3,0,0,0,1,3,0,1,0,Normal
0.011558,tcp,-,FIN,10,6,8320,312,1297.802388,29,31,5182903.5,179961.9375,2,0,1.284222,2.203,1.966128,2.696695,255,3027436122,3013125054,255,0.0,0.0,0.0,832,52,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,Normal
1.1e-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,12,2,3,3,3,3,0,0,0,5,12,0,1,1,Generic
0.001067,udp,dns,CON,2,2,130,162,2811.621433,31,29,487347.7188,607310.25,0,0,0.011,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,2,0,2,1,1,1,0,0,0,1,4,0,1,0,Normal
0.253052,tcp,-,FIN,10,6,588,268,59.276355,254,252,16755.44922,7081.54834,2,1,25.842889,42.685801,1312.227747,63.710078,255,1467166795,3246320483,255,0.076589,0.039616,0.036973,59,45,0,0,2,1,2,2,1,2,0,0,0,6,2,0,1,0,Normal
0.253679,tcp,http,FIN,10,8,798,2764,67.013823,62,252,22674.32422,76285.38281,2,2,28.186556,35.146,1397.147796,50.878371,255,1844461720,3475805796,255,0.052662,0.006636,0.046026,80,346,1,977,1,1,1,1,1,1,0,0,1,1,1,0,3,1,Exploits
5e-06,unas,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,1,1,5,0,0,0,1,5,0,1,1,DoS
0.558711,tcp,http,FIN,10,8,802,1294,30.42718,62,252,10338.08203,16223.05664,2,2,62.079,70.419289,3446.790228,113.404305,255,4035614003,3209968497,255,0.139956,0.065052,0.074904,80,162,1,130,5,1,2,2,2,5,0,0,4,2,5,0,4,0,Normal
2.847489,tcp,smtp,FIN,158,40,185789,2546,69.183759,62,252,518671.6875,6975.970703,76,8,18.136873,71.373873,2003.23747,3712.560032,255,2889632463,104666757,255,0.131277,0.063212,0.068065,1176,64,0,0,2,1,1,1,1,1,0,0,0,1,1,0,1,1,Exploits
1.246909,mux,-,INT,4,0,400,0,2.405949,254,0,1924.759521,0.0,0,0,415.636344,0.0,587.788625,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,2,2,2,3,0,0,0,2,3,0,1,1,DoS
1.2e-05,udp,dns,INT,2,0,114,0,83333.33039,254,0,38000000.0,0.0,0,0,0.012,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,10,2,8,7,4,7,0,0,0,7,10,0,1,1,Generic
1.007653,st2,-,INT,4,0,360,0,2.977215,254,0,2143.594971,0.0,0,0,335.884344,0.0,474.999437,0.0,0,0,0,0,0.0,0.0,0.0,90,0,0,0,1,2,1,1,1,1,0,0,0,2,1,0,1,1,DoS
0.876376,tcp,-,FIN,10,8,564,354,19.398067,254,252,4637.279297,2829.835693,2,1,94.837,114.692,6038.134227,167.814359,255,189052272,445921435,255,0.18017,0.073522,0.106648,56,44,0,0,2,1,1,1,1,1,0,0,0,2,1,0,1,1,Reconnaissance
1.4e-05,sctp,-,INT,2,0,104,0,71428.57045,254,0,29714286.0,0.0,0,0,0.014,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,1,1,Exploits
2.082897,tcp,-,FIN,10,8,534,354,8.16171,254,252,1847.427002,1190.649414,2,1,231.433,278.622844,13631.84083,503.603437,255,3724844656,381410222,255,0.239752,0.131838,0.107914,53,44,0,0,2,1,1,1,1,1,0,0,0,2,1,0,1,0,Normal
0.887061,tcp,-,FIN,10,6,686,268,16.909773,254,252,5573.460938,2020.154175,2,1,93.946778,159.926203,5128.875266,261.679156,255,4164690189,757831687,255,0.164719,0.087415,0.077304,69,45,0,0,7,1,1,1,1,1,0,0,0,3,1,0,1,1,Shellcode
1.116476,tcp,http,FIN,10,14,786,8288,20.600531,62,252,5073.10498,55144.93359,2,4,124.052889,79.261305,7964.548865,5776.300367,255,9823983,739205909,255,0.209513,0.085369,0.124144,79,592,1,3622,1,1,1,1,1,1,0,0,1,1,2,0,3,1,Exploits
0.00429,tcp,http,FIN,8,10,1040,824,3962.703898,31,29,1696969.625,1383683.0,2,2,0.561857,0.415778,36.032668,0.768759,255,3310771412,3316063286,255,0.000683,0.00054,0.000143,130,82,1,83,1,0,8,1,1,1,0,0,1,9,3,0,3,0,Normal
2.809736,tcp,http,FIN,22,36,2894,40726,20.286603,62,252,7866.931152,112736.5703,8,16,133.796949,80.084513,15266.56861,12366.79965,255,1325437922,3033776161,255,0.050168,0.006031,0.044137,132,1131,2,806,4,1,1,1,1,1,0,0,1,1,2,0,4,1,Exploits
1.214387,tcp,-,FIN,18,20,1042,6936,30.468045,62,252,6488.870117,43412.84766,6,8,71.434529,60.563002,3964.512203,3725.187612,255,1938105265,3997011231,255,0.103473,0.055237,0.048236,58,347,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,Exploits
1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,2,18,18,18,18,0,0,0,18,18,0,1,1,Generic
0.916536,tcp,-,FIN,10,8,534,354,18.548099,254,252,4198.416992,2705.840332,2,1,101.837333,112.01743,5509.98168,215.225484,255,1128730975,2964812727,255,0.206035,0.075486,0.130549,53,44,0,0,4,1,2,2,2,2,0,0,0,3,3,0,1,1,Fuzzers
0.170426,tcp,-,FIN,10,6,728,268,88.014742,254,252,30793.42383,10514.82813,2,1,17.563778,31.299199,973.004027,50.635605,255,1104929019,381282576,255,0.033915,0.013919,0.019996,73,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,Shellcode
59.079288,ospf,-,INT,46,0,4968,0,0.761688,254,0,658.098633,0.0,0,0,1312.873125,0.0,1512.53675,0.0,0,0,0,0,0.0,0.0,0.0,108,0,0,0,2,2,1,1,1,1,0,0,0,1,2,0,1,1,Exploits
0.001024,udp,dns,CON,2,2,146,178,2929.687507,31,29,570312.5,695312.5,0,0,0.01,0.006,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,3,0,2,1,1,1,0,0,0,1,6,0,1,0,Normal
0.046883,tcp,smtp,FIN,52,42,37268,3380,1983.661531,31,29,6237144.0,563103.9375,18,8,0.92998,1.130219,61.732688,2.926475,255,2595751655,447139510,255,0.000662,0.00054,0.000122,717,80,0,0,1,0,2,1,1,1,0,0,0,10,1,0,1,0,Normal
0.57776,tcp,-,FIN,10,6,534,268,25.962338,254,252,6660.205078,3101.634033,2,1,62.136333,98.095,3340.800748,150.397188,255,3400654532,2668716389,255,0.137377,0.087284,0.050093,53,45,0,0,6,1,1,1,1,5,0,0,0,3,5,0,1,0,Normal
1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,12,2,3,3,1,3,0,0,0,3,12,0,1,1,Generic
14.032925,tcp,-,REQ,6,0,270,0,0.356305,254,0,128.269775,0.0,5,0,2806.585,0.0,5030.8385,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,11,6,4,2,2,10,0,0,0,4,10,0,1,0,Normal
0.101125,udp,-,CON,4,4,520,304,69.22126,31,29,30852.9043,18037.08203,0,0,20.009666,22.021334,28.289457,31.12802,0,0,0,0,0.0,0.0,0.0,130,76,0,0,18,0,11,1,1,3,0,0,0,7,10,0,1,0,Normal
0.745773,tcp,-,FIN,10,6,2516,268,20.113358,254,252,24296.9375,2402.875977,2,1,77.016667,130.503797,3992.473181,197.727172,255,47293795,2083177379,255,0.183793,0.093248,0.090545,252,45,0,0,3,1,1,1,1,3,0,0,0,1,3,0,1,0,Normal
0.342602,tcp,-,FIN,10,6,910,268,43.78258,254,252,19124.23047,5230.559082,2,1,38.066889,59.975199,1823.20824,84.508281,255,281831297,3901777397,255,0.072295,0.042069,0.030226,91,45,0,0,2,1,1,1,1,1,0,0,0,1,1,0,1,1,Exploits
2e-06,udp,dns,INT,2,0,114,0,500000.0013,254,0,228000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,36,2,18,18,18,36,0,0,0,19,36,0,1,1,Generic
0.34231,tcp,-,CON,6,2,1012,86,20.4493,62,252,19724.81055,1004.937012,2,1,68.462,0.009,3797.449591,0.0,255,765299365,137123295,255,0.25345,0.142127,0.111323,169,43,0,0,6,3,2,2,1,5,0,0,0,2,5,0,1,0,Normal
0.891003,tcp,-,FIN,10,8,534,354,19.079621,254,252,4318.728516,2783.380127,2,1,99.000333,115.578859,6602.596883,177.726594,255,1492178827,1104111039,255,0.092179,0.060347,0.031832,53,44,0,0,2,1,1,1,1,2,0,0,0,2,2,0,1,0,Normal
1.1e-05,igp,-,INT,2,0,180,0,90909.0902,254,0,65454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,90,0,0,0,14,2,14,14,14,14,0,0,0,15,14,0,1,1,Exploits
1.769733,tcp,-,FIN,112,20,135649,870,74.022468,254,252,607721.0625,3738.417236,53,1,16.088482,87.730055,1902.551328,143.722203,255,2646106707,263201181,255,0.117474,0.071119,0.046355,1211,44,0,0,2,1,1,1,1,2,0,0,0,1,2,0,1,0,Normal
1.756055,tcp,-,FIN,16,12,918,642,15.375373,254,252,3922.428467,2683.287354,5,3,111.94613,149.133906,6027.070332,206.539453,255,3589252127,3557236820,255,0.186404,0.115572,0.070832,57,54,0,0,6,1,2,1,1,1,0,0,0,2,7,0,1,1,Fuzzers
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,27,2,25,25,25,27,0,0,0,26,27,0,1,1,Generic
0.745242,tcp,http,FIN,10,8,822,1258,22.811382,62,252,7943.728516,11818.97949,2,1,7252.6164,9065.785,717784.9558,23726.044,255,1120359449,583917452,255,0.097708,0.03791,0.059798,82,157,1,137,4,1,2,2,2,3,0,0,4,2,3,0,-1,0,Normal
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,24,2,24,24,13,24,0,0,0,25,24,0,1,1,Generic
0.347033,tcp,-,FIN,12,8,1130,710,54.749837,254,252,23882.45508,14338.69434,3,2,29.351181,48.250285,1566.72666,64.499305,255,1705303212,4085618210,255,0.054632,0.00927,0.045362,94,89,0,0,2,1,1,1,1,1,0,0,0,1,1,0,1,1,Fuzzers
0.316493,tcp,-,FIN,10,6,2516,268,47.394412,254,252,57252.44922,5662.052246,2,1,32.316667,48.638,1569.232459,61.969535,255,2689764998,2301484331,255,0.097466,0.073293,0.024173,252,45,0,0,6,1,1,1,1,6,0,0,0,1,6,0,1,0,Normal
1.077191,tcp,http,FIN,14,18,1684,10168,28.778555,31,29,11615.39648,71326.25781,3,5,82.831382,63.331,9058.662966,7931.293825,255,4012679185,4010244526,255,0.000675,0.000557,0.000118,120,565,1,3924,3,0,8,1,1,1,0,0,1,3,2,0,3,0,Normal
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,4,4,4,4,0,0,0,4,7,0,1,1,Generic
1.770465,tcp,-,FIN,226,438,13038,548216,374.477888,31,29,58655.77734,2471508.75,21,197,7.867333,4.050316,1895.352821,1359.764149,255,1220851417,1226142648,255,0.000595,0.00047,0.000125,58,1252,0,0,6,0,3,1,1,2,0,0,0,2,7,0,1,0,Normal
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,38,2,20,20,20,38,0,0,0,20,38,0,1,1,Generic
1.1e-05,ipv6,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,23,2,4,4,4,4,0,0,0,6,18,0,1,1,Fuzzers
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,36,2,18,18,18,36,0,0,0,18,36,0,1,1,Generic
0.93916,tcp,-,FIN,10,8,534,354,18.101282,254,252,4097.27832,2640.657715,2,1,104.244556,123.67743,5775.286552,205.090688,255,3958626162,2222921113,255,0.165335,0.073415,0.09192,53,44,0,0,3,1,1,1,1,1,0,0,0,1,2,0,1,1,Fuzzers
5e-06,unas,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,11,2,2,2,2,2,0,0,0,2,11,0,1,1,DoS
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,43,2,43,43,25,43,0,0,0,43,43,0,1,1,Generic
0.882031,tcp,-,FIN,10,6,916,268,17.006205,254,252,7482.72998,2031.674561,2,1,90.241444,153.302406,4551.150419,224.097344,255,4168281848,138917340,255,0.244426,0.115512,0.128914,92,45,0,0,4,1,1,1,1,3,0,0,0,1,5,0,1,0,Normal
0.001032,udp,dns,CON,2,2,146,178,2906.976908,31,29,565891.5,689922.5,0,0,0.01,0.009,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,2,2,1,1,0,0,0,12,1,0,1,0,Normal
7.200432,rvd,-,INT,4,0,400,0,0.416642,254,0,333.313354,0.0,0,0,2400.144,0.0,3394.30925,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,4,3,3,6,0,0,0,13,6,0,1,1,Fuzzers
7e-06,udp,-,INT,2,0,168,0,142857.1409,254,0,96000000.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,1,1,Reconnaissance
8.388964,tcp,-,REQ,4,0,180,0,0.357613,254,0,128.74057,0.0,3,0,2796.32125,0.0,3954.587,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,20,6,19,2,2,19,0,0,0,20,19,0,1,0,Normal
8.798096,tcp,http,FIN,60,16,68197,698,8.524572,254,252,60977.74219,595.583435,27,1,151.674707,579.40925,23589.8539,1318.62675,255,1232678538,1055896836,255,0.183281,0.106956,0.076325,1137,44,1,0,1,1,1,1,1,1,0,0,1,1,1,0,3,0,Normal
0.027999,tcp,-,FIN,64,66,3806,52014,4607.307301,31,29,1070609.625,14636522.0,7,26,0.438127,0.423492,0.0,24.17361,255,3677711487,1548774586,255,0.000594,0.000469,0.000125,59,788,0,0,2,0,2,1,1,1,0,0,0,5,3,0,1,0,Normal
0.025093,tcp,-,FIN,16,18,1540,1644,1315.107779,31,29,460367.4375,495118.1563,4,4,1.653267,1.448647,99.403065,2.880221,255,1673396557,3828896564,255,0.001532,0.00046,0.001072,96,91,0,0,12,0,7,6,1,7,0,0,0,11,8,0,1,0,Normal
0.335529,tcp,-,FIN,16,12,912,694,80.469945,254,252,20385.71875,15187.95703,5,4,21.726266,25.631092,1103.208703,30.861348,255,1253693631,1502792866,255,0.075879,0.053584,0.022295,57,58,0,0,6,1,2,2,1,7,0,0,0,2,5,0,1,0,Normal
0.325396,tcp,-,FIN,10,8,828,2702,52.244035,62,252,18340.72852,58144.53906,2,2,36.155111,37.59457,1830.831757,54.998031,255,1842393018,927127007,255,0.087547,0.061668,0.025879,83,338,0,0,2,1,1,1,1,1,0,0,0,1,1,0,1,1,Exploits
1e-06,fire,-,INT,2,0,200,0,1000000.003,254,0,800000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,1,1,1,4,0,0,0,9,4,0,1,1,Exploits
0.018514,tcp,-,FIN,16,18,1540,1644,1782.434926,31,29,623960.25,671059.75,4,4,1.212333,1.061647,73.551743,2.259565,255,2986341349,841021910,255,0.000601,0.000461,0.00014,96,91,0,0,7,0,4,4,1,4,0,0,0,7,16,0,1,0,Normal
1.039007,tcp,http,FIN,14,18,1684,10168,29.836182,31,29,12042.26758,73947.53125,3,5,79.897382,61.087176,8769.453129,7678.928454,255,2201567234,2198339292,255,0.000666,0.000521,0.000145,120,565,1,3924,1,0,7,1,1,2,0,0,1,3,1,0,3,0,Normal
2.454562,tcp,-,FIN,10,8,806,354,6.925879,254,252,2366.206299,1010.363586,2,1,259.627111,340.766844,15663.95381,503.592469,255,1209418252,729426644,255,0.173486,0.06919,0.104296,81,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,Normal
3.4e-05,udp,dns,INT,2,0,114,0,29411.76419,254,0,13411764.0,0.0,0,0,0.034,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,14,2,4,4,4,4,0,0,0,5,14,0,1,1,Generic
0.870254,tcp,pop3,FIN,36,142,1644,163908,203.3889,62,252,14699.15723,1496151.75,7,69,24.836428,6.172669,1229.459508,588.025545,255,3688722356,1250130497,255,0.026903,0.012245,0.014658,46,1154,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,Exploits
0.317463,tcp,-,CON,6,2,978,86,22.049813,62,252,20537.82617,1083.59082,2,1,63.4926,0.005,3632.690986,0.0,255,848996814,3845072440,255,0.247084,0.14348,0.103604,163,43,0,0,6,3,2,2,1,4,0,0,0,5,4,0,1,0,Normal
0.886398,tcp,-,FIN,10,8,2106,354,19.178743,254,252,17111.95117,2797.840088,2,1,95.607333,119.669,6048.6611,173.390578,255,3480204489,892611676,255,0.124264,0.048712,0.075552,211,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,Exploits
0.849631,tcp,-,FIN,10,6,534,268,17.654723,254,252,4529.024902,2109.150879,2,1,94.403444,148.650406,4708.548675,244.598984,255,1740886265,2318010060,255,0.195798,0.105674,0.090124,53,45,0,0,5,1,1,1,1,4,0,0,0,2,4,0,1,0,Normal
0.078223,tcp,-,FIN,64,66,3806,52014,1649.131383,31,29,383212.125,5238971.0,7,26,1.236,1.187308,81.614025,80.073166,255,3722613136,1627329594,255,0.001185,0.001044,0.000141,59,788,0,0,5,0,1,1,1,1,0,0,0,2,2,0,1,0,Normal
